"LDO;"""";""LP38501TS_ADJ"";""LP38501TS_ADJ"";"""";"""";"""";"""";"""";"""";"""";"
"LDO_C1;""10uF"";""C-USC0805"";""C0805"";""CAPACITOR"
"LDO_C2;""10uF"";""C-USC0805"";""C0805"";""CAPACITOR"
"LDO_R1;""3.3k"";""R-US_R0805"";""R0805"";""RESISTOR"
"LDO_R2;""6.8k"";""R-US_R0805"";""R0805"";""RESISTOR"
"LDO_R3;""10k"";""R-US_R0805"";""R0805"";""RESISTOR"
"MOS1;""NX6008NBKNX6008NBK"";""NX6008NBKNX6008NBK"";""SOT95P240X110-3N"";"""";"""";"""";"""";"""";"""";"""";"
"R1;""0"";""R-US_R0805"";""R0805"";""RESISTOR"
